DATE,TIME,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,DC_POWER,AC_POWER
15/05/2020,0:00,25.18431613,22.8575074,0.0,0.0,0.0
15/05/2020,0:15,25.08458867,22.76166787,0.0,0.0,0.0
15/05/2020,0:30,24.9357526,22.59230553,0.0,0.0,0.0
15/05/2020,0:45,24.846130399999996,22.36085213,0.0,0.0,0.0
15/05/2020,1:00,24.62152536,22.16542264,0.0,0.0,0.0
15/05/2020,1:15,24.5360922,21.96857087,0.0,0.0,0.0
15/05/2020,1:30,24.63867387,22.35292567,0.0,0.0,0.0
15/05/2020,1:45,24.87302233,23.1609192,0.0,0.0,0.0
15/05/2020,2:00,24.93693047,23.026113,0.0,0.0,0.0
15/05/2020,2:15,25.012247600000002,23.34322927,0.0,0.0,0.0
15/05/2020,2:30,25.00514933,23.63945927,0.0,0.0,0.0
15/05/2020,2:45,24.99301953,24.0394858,0.0,0.0,0.0
15/05/2020,3:00,25.01630943,24.38413557,0.0,0.0,0.0
15/05/2020,3:15,24.98521527,24.35150773,0.0,0.0,0.0
15/05/2020,3:30,24.93773193,24.06029653,0.0,0.0,0.0
15/05/2020,3:45,24.87909953,23.70979413,0.0,0.0,0.0
15/05/2020,4:00,24.6789022,22.58994153,0.0,0.0,0.0
15/05/2020,4:15,24.3519308,21.78364253,0.0,0.0,0.0
15/05/2020,4:30,24.062622199999996,21.85252493,0.0,0.0,0.0
15/05/2020,4:45,24.0132242,22.306314999999998,0.0,0.0,0.0
15/05/2020,5:00,24.177105800000003,22.55190847,0.0,0.0,0.0
15/05/2020,5:15,24.304888000000002,22.97949207,0.0,0.0,0.0
15/05/2020,5:30,24.32872727,23.45238047,0.0,0.0,0.0
15/05/2020,5:45,24.28921113,23.09669193,0.0008627210000000001,0.0,0.0
15/05/2020,6:00,24.08844607,22.206756600000002,0.005886957,44.864229025238096,4.32996031752381
15/05/2020,6:15,24.01163527,22.35345867,0.022281607000000002,292.48100906190473,28.254223356190476
15/05/2020,6:30,23.97673127,22.893282,0.049409724,694.1433982636364,67.28157467545455
15/05/2020,6:45,24.218989999999998,24.44244393,0.095394454,1301.2086039545454,126.83855519545455
15/05/2020,7:00,24.5373984,27.18565287,0.141940443,1879.359740318182,184.21191558636363
15/05/2020,7:15,24.8159595,28.88847786,0.154712676,2025.6458331818183,198.57830086818186
15/05/2020,7:30,24.98878987,29.605643800000003,0.14879915300000002,1982.695075727273,194.36068722727276
15/05/2020,7:45,25.21618033,29.54711093,0.144793419,2017.9951298636367,197.82248375909086
15/05/2020,8:00,25.41951307,31.41254473,0.20163862100000002,2947.0365260000003,289.34586038636365
15/05/2020,8:15,25.95908213,35.52871079999999,0.34570765299999995,4633.507142818182,454.63930195000006
15/05/2020,8:30,26.43078207,40.3180586,0.405348573,5096.7984305909085,499.80013527727266
15/05/2020,8:45,26.8318298,39.08195373,0.312426795,4204.793831136364,412.7303571409091
15/05/2020,9:00,27.620969800000005,45.0092326,0.623152649,7527.222402636364,736.8795454545455
15/05/2020,9:15,27.98836207,46.6177065,0.344884036,4492.091720772727,440.5832792272727
15/05/2020,9:30,27.51672787,39.136326000000004,0.24924839999999998,3478.284090863636,341.4272727318182
15/05/2020,9:45,27.45010767,40.93057693,0.5412059770000001,7335.001623409091,717.8687499954546
15/05/2020,10:00,28.63219187,52.5477356,0.670675372,8319.3733765,813.4908279181818
15/05/2020,10:15,28.76891273,47.633738,0.572283477,7214.388798681818,705.9977272727272
15/05/2020,10:30,29.351442600000002,49.24972327,0.455148383,5868.347077954546,574.9359902681819
15/05/2020,10:45,28.85470787,44.0483256,0.36196165399999997,5141.961038954545,504.1649512954545
15/05/2020,11:00,29.41081933,47.6854534,0.636560881,8807.637986681817,860.7526947500002
15/05/2020,11:15,30.21606229,50.00698857,0.585787214,7286.419372272728,712.8960768363636
15/05/2020,11:30,30.2870728,49.8413636,0.557069383,7064.052759727273,691.2401785727272
15/05/2020,11:45,30.81104933,47.83638320000001,0.46798686899999997,7621.2816557727265,745.5267857136365
15/05/2020,12:00,31.30537507,49.18358353,0.5149625870000001,7082.804383090909,693.2185605999999
15/05/2020,12:15,31.50729773,49.84449267,0.787866029,9525.881764500002,930.7735389318179
15/05/2020,12:30,32.14768473,52.35325513,0.649247629,8994.750000454545,879.1685064545454
15/05/2020,12:45,32.391420399999994,50.63123993,0.7612433120000001,9519.056276954545,930.4953463454545
15/05/2020,13:00,32.62279607,49.61076771,0.416035101,5901.925324681819,578.2671266227272
15/05/2020,13:15,32.49706447,47.01116133,0.48924394600000004,6806.388798818182,666.6357142863637
15/05/2020,13:30,32.5246214,46.66986293,0.574561224,7980.612013,781.1663149318181
15/05/2020,13:45,32.67847087,47.51688413,0.560985624,7771.3904219999995,760.7610389772726
15/05/2020,14:00,33.7631854,49.80390433,0.7350834629999999,10110.850649727274,988.5030032227271
15/05/2020,14:15,34.13076993,55.030613,0.8936614909999999,11809.694805454546,1152.3884740454546
15/05/2020,14:30,34.08138427,54.51913673,0.466788824,6495.54237009091,635.8725487
15/05/2020,14:45,33.69572221,47.61819464,0.542138496,7305.251352818183,714.6843344227274
15/05/2020,15:00,33.89057607,46.0290812,0.398888543,5845.653409090909,572.8984577954546
15/05/2020,15:15,34.043744000000004,44.28609193,0.44729214899999997,6511.597402545454,637.7739448045456
15/05/2020,15:30,34.40285233,46.7442812,0.565196397,7588.469155909092,742.859983759091
15/05/2020,15:45,34.43094267,43.9206158,0.346230693,4888.507305181818,479.26209415
15/05/2020,16:00,34.38115033,43.33285333,0.35818237,4960.030844136363,486.54650974090896
15/05/2020,16:15,34.12625693,41.00743193,0.328896119,4522.409902590909,443.79301948181813
15/05/2020,16:30,34.35660993,41.28059067,0.344954196,4730.891233772727,464.1211038909089
15/05/2020,16:45,33.86159653,39.41907593,0.260346758,3535.3271104090904,347.44361472272726
15/05/2020,17:00,33.44331357,36.82670364,0.166812741,2268.8076298636365,222.49967532272728
15/05/2020,17:15,33.30025473,35.8522074,0.173898637,2259.9391234545456,221.5911526
15/05/2020,17:30,33.0321222,34.3384004,0.08716189,1193.1287878636365,116.27348484999999
15/05/2020,17:45,32.31187113,31.54853933,0.038403033999999996,517.7840909090909,50.09115259772727
15/05/2020,18:00,31.13241364,30.225331,0.022544936,295.6818181818182,28.562581169090905
15/05/2020,18:15,29.24311093,28.682507399999995,0.009149945,99.96444805045456,9.643262987045453
15/05/2020,18:30,28.495518,27.28599227,0.001841025,0.0,0.0
15/05/2020,18:45,27.884063800000003,25.96194653,0.0,0.0,0.0
15/05/2020,19:00,27.455975399999996,25.38531307,0.0,0.0,0.0
15/05/2020,19:15,27.0975484,25.200846399999996,0.0,0.0,0.0
15/05/2020,19:30,27.01870113,25.74526773,0.000125383,0.0,0.0
15/05/2020,19:45,23.78723747,22.5114056,0.00010022,0.0,0.0
15/05/2020,20:00,22.66317964,20.29072571,0.0,0.0,0.0
15/05/2020,20:15,23.41209707,20.73659667,0.0,0.0,0.0
15/05/2020,20:30,22.30098867,20.37541693,0.0,0.0,0.0
15/05/2020,20:45,22.037481600000003,20.31280513,0.0,0.0,0.0
15/05/2020,21:00,22.16851807,20.6512674,0.0,0.0,0.0
15/05/2020,21:15,22.119360399999998,20.6320862,0.0,0.0,0.0
15/05/2020,21:30,22.22125033,20.75869967,0.0,0.0,0.0
15/05/2020,21:45,22.23682847,20.91441667,0.0,0.0,0.0
15/05/2020,22:00,22.22185843,20.89570393,0.0,0.0,0.0
15/05/2020,22:15,22.14931253,20.73218587,0.0,0.0,0.0
15/05/2020,22:30,22.10471387,20.82985207,0.0,0.0,0.0
15/05/2020,22:45,22.05707993,21.07227567,0.0,0.0,0.0
15/05/2020,23:00,22.23601831,21.24131654,0.0,0.0,0.0
16/05/2020,2:00,21.68216,20.072144,0.0,0.0,0.0
16/05/2020,2:15,21.688411399999996,19.919203800000002,0.0,0.0,0.0
16/05/2020,2:30,21.51040853,19.59269193,0.0,0.0,0.0
16/05/2020,2:45,21.496287,19.6248698,0.0,0.0,0.0
16/05/2020,3:00,21.645912600000003,20.06520593,0.0,0.0,0.0
16/05/2020,3:15,21.674314199999998,20.11216013,0.0,0.0,0.0
16/05/2020,3:30,21.73142093,20.351884,0.0,0.0,0.0
16/05/2020,3:45,21.78016573,20.50589407,0.0,0.0,0.0
16/05/2020,4:00,21.85855536,20.81391043,0.0,0.0,0.0
16/05/2020,4:15,21.89991073,20.71264033,0.0,0.0,0.0
16/05/2020,4:30,21.92704853,20.72603773,0.0,0.0,0.0
16/05/2020,4:45,22.0286844,20.79640287,0.0,0.0,0.0
16/05/2020,5:00,21.932779999999998,20.6822592,0.0,0.0,0.0
16/05/2020,5:15,21.86625167,20.47236933,0.0,0.0,0.0
16/05/2020,5:30,21.87658507,20.76019287,0.0,0.0,0.0
16/05/2020,5:45,21.95998927,20.5434348,0.000147169,0.0,0.0
16/05/2020,6:00,21.9232375,20.25681407,0.0062059590000000005,51.41152597409091,4.961931818227273
16/05/2020,6:15,21.8604004,20.430387200000002,0.023633737000000002,339.7881493454545,32.838636363636354
16/05/2020,6:30,21.98583367,21.195638,0.049514968,705.9740259772727,68.42207792227273
16/05/2020,6:45,22.13967073,22.18941033,0.079269643,1128.9707791363637,109.75917207272728
16/05/2020,7:00,22.45271393,23.111234600000003,0.10903796800000001,1552.4074675000002,151.71493506363632
16/05/2020,7:15,22.6524518,24.24170127,0.138115452,1970.3660714545454,193.15340909090912
16/05/2020,7:30,22.97513853,25.66848753,0.174117525,2474.7264610454545,242.6741883136364
16/05/2020,7:45,23.38855407,27.93747607,0.24364280600000002,3424.889610363636,336.57954545
16/05/2020,8:00,23.8905234,30.79129613,0.298052989,4197.211039000001,412.29415584545455
16/05/2020,8:15,24.42785433,33.0092104,0.33865041100000004,4783.422889681819,469.13823051818196
16/05/2020,8:30,25.16689847,36.6061888,0.42754895299999995,5934.526785681818,581.5097402636363
16/05/2020,8:45,25.75717567,38.89201073,0.470081485,6476.682629909091,634.458035709091
16/05/2020,9:00,25.99942227,38.70590013,0.46118576899999997,6407.104707818182,627.6648539
16/05/2020,9:15,26.29700733,39.34378447,0.41958991,5800.233766227273,568.4112013
16/05/2020,9:30,26.59366867,39.87995233,0.420493884,5899.064123318181,578.0513798681819
16/05/2020,9:45,27.03096947,41.82566533,0.540593679,7324.919642818181,717.188311690909
16/05/2020,10:00,27.61135453,46.07265193,0.491453022,7346.37094159091,719.2301136318182
16/05/2020,10:15,27.93121329,44.468571000000004,0.469728831,7135.819805227273,698.6644480545455
16/05/2020,10:30,28.2829874,48.962665,0.6544368420000001,9403.3222405,919.6238636318183
16/05/2020,10:45,28.78232633,50.154118,0.595521375,8322.5194805,814.3025974000001
16/05/2020,11:00,29.155497399999998,49.15606887,0.575263897,8061.10795459091,788.8946428590909
16/05/2020,11:15,29.364375800000005,48.12385467,0.542374875,7606.743506636365,744.6465909045455
16/05/2020,11:30,29.689249600000004,46.51825533,0.493430553,7165.221590954546,701.5830357136365
16/05/2020,11:45,29.8473918,47.0438902,0.62278731,8862.228084409091,866.964935059091
