DATE,TIME,DC_POWER,AC_POWER
01/06/2020,0:00,0.0,0.0
01/06/2020,0:15,0.0,0.0
01/06/2020,0:30,0.0,0.0
01/06/2020,0:45,0.0,0.0
01/06/2020,10:00,7754.196428590909,758.7168831136365
01/06/2020,10:15,8766.703733818182,857.1848214272727
01/06/2020,10:30,11780.515421363638,1149.5712661772727
01/06/2020,10:45,11589.025974545455,1130.6857142727274
01/06/2020,11:00,10680.416396681818,1042.7365258863636
01/06/2020,11:15,10135.296266818183,989.4493506363638
01/06/2020,11:30,12298.840096772725,1199.7187499409092
01/06/2020,11:45,5647.330357181819,553.2872564909092
01/06/2020,12:00,5263.176136363636,515.9566558454545
01/06/2020,12:15,6901.383116818181,675.5885552000001
01/06/2020,12:30,7485.944805181818,732.5229707818181
01/06/2020,12:45,4010.2150974545457,393.8826298636364
01/06/2020,13:00,6850.942370181819,670.3885551954546
01/06/2020,13:15,9391.942370227274,917.6799513272728
01/06/2020,13:30,9751.959415227273,952.6248376999997
01/06/2020,13:45,6484.456060500001,635.0295454545453
01/06/2020,14:00,2848.9545455909097,279.0493506454545
01/06/2020,14:15,3331.0170454545455,326.55056818181816
01/06/2020,14:30,5009.006493454545,491.13636363181814
01/06/2020,14:45,2989.1022727272725,293.54602272727277
01/06/2020,15:00,2896.746753227273,284.3077922045455
01/06/2020,15:15,1993.9943181818182,195.46818181818182
01/06/2020,15:30,1760.038960909091,172.47272726363633
01/06/2020,15:45,1448.5,141.13125
01/06/2020,16:00,1682.8831169999999,164.68051948181815
01/06/2020,16:15,1950.6477272727273,191.21079545454543
01/06/2020,16:30,1738.0584416363638,170.35000000909088
01/06/2020,16:45,1613.280032409091,157.95762986818184
01/06/2020,17:00,1316.995941590909,128.14975649999997
01/06/2020,17:15,979.2167207636362,95.13344155863638
01/06/2020,17:30,691.0397727227272,66.94788961
01/06/2020,17:45,698.41314935,67.66599025954545
01/06/2020,18:00,548.71185065,53.09318181772726
01/06/2020,18:15,268.8636363590909,25.974675325454545
01/06/2020,18:30,22.65909090909091,2.1857954545454548
01/06/2020,18:45,0.0,0.0
01/06/2020,19:00,0.0,0.0
01/06/2020,19:15,0.0,0.0
01/06/2020,19:30,0.0,0.0
01/06/2020,19:45,0.0,0.0
01/06/2020,1:00,0.0,0.0
01/06/2020,1:15,0.0,0.0
01/06/2020,1:30,0.0,0.0
01/06/2020,1:45,0.0,0.0
01/06/2020,20:00,0.0,0.0
01/06/2020,20:15,0.0,0.0
01/06/2020,20:30,0.0,0.0
01/06/2020,20:45,0.0,0.0
01/06/2020,21:00,0.0,0.0
01/06/2020,21:15,0.0,0.0
01/06/2020,21:30,0.0,0.0
01/06/2020,21:45,0.0,0.0
01/06/2020,22:00,0.0,0.0
01/06/2020,22:15,0.0,0.0
01/06/2020,22:30,0.0,0.0
01/06/2020,22:45,0.0,0.0
01/06/2020,23:00,0.0,0.0
01/06/2020,23:15,0.0,0.0
01/06/2020,23:30,0.0,0.0
01/06/2020,23:45,0.0,0.0
01/06/2020,2:00,0.0,0.0
01/06/2020,2:15,0.0,0.0
01/06/2020,2:30,0.0,0.0
01/06/2020,2:45,0.0,0.0
01/06/2020,3:00,0.0,0.0
01/06/2020,3:15,0.0,0.0
01/06/2020,3:30,0.0,0.0
01/06/2020,3:45,0.0,0.0
01/06/2020,4:00,0.0,0.0
01/06/2020,4:15,0.0,0.0
01/06/2020,4:30,0.0,0.0
01/06/2020,4:45,0.0,0.0
01/06/2020,5:00,0.0,0.0
01/06/2020,5:15,0.0,0.0
01/06/2020,5:30,0.0,0.0
01/06/2020,5:45,0.0,0.0
01/06/2020,6:00,77.73376623409091,7.499107142818182
01/06/2020,6:15,450.1777597363636,43.54261363636363
01/06/2020,6:30,959.9277597409091,93.23206168818182
01/06/2020,6:45,1549.1282467727274,151.3739448090909
01/06/2020,7:00,2110.8441558181817,206.9409090909091
01/06/2020,7:15,3108.301948090909,305.2935064954545
01/06/2020,7:30,4193.088474045455,411.84058441818166
01/06/2020,7:45,4934.3969155,483.85868504999996
01/06/2020,8:00,6149.2069805,602.4824675318181
01/06/2020,8:15,5751.237824727273,563.6935064909092
01/06/2020,8:30,5768.898538954545,565.4640422181818
01/06/2020,8:45,6731.666396090909,659.2913149363637
01/06/2020,9:00,6999.4439935,685.4133116909092
01/06/2020,9:15,5908.603896045454,579.0625000045455
01/06/2020,9:30,6190.279220772727,606.482305190909
01/06/2020,9:45,7360.86444809091,720.288392859091
02/06/2020,0:00,0.0,0.0
02/06/2020,0:15,0.0,0.0
02/06/2020,0:30,0.0,0.0
02/06/2020,0:45,0.0,0.0
02/06/2020,10:00,9450.1444805,924.2497564954546
02/06/2020,10:15,7051.247564954546,690.4161526
02/06/2020,10:30,6958.864448045454,681.4155844136365
02/06/2020,10:45,9248.870941545454,904.5043831136365
02/06/2020,11:00,9271.071428636364,906.5189935045454
02/06/2020,11:15,6935.744318136363,679.1791396181819
02/06/2020,11:30,6378.015422045454,624.8222402545454
02/06/2020,11:45,6160.953733818183,603.638311690909
02/06/2020,12:00,8235.429383136363,805.9597402636365
02/06/2020,12:15,9601.240259727272,938.7162337545458
02/06/2020,12:30,8981.991071454546,878.137256490909
02/06/2020,12:45,10915.19886409091,1066.0607953636365
02/06/2020,13:00,12406.861201363638,1210.1176948181817
02/06/2020,13:15,12023.685065,1173.240503227273
02/06/2020,13:30,10136.95698090909,990.6086850772728
02/06/2020,13:45,12722.149349545454,1241.068668909091
02/06/2020,14:00,6720.102272818182,658.211363631818
02/06/2020,14:15,7280.606331272728,712.902029218182
02/06/2020,14:30,8924.133116863637,872.1118506545456
02/06/2020,14:45,8927.763798636362,872.5332792181817
02/06/2020,15:00,6645.4074675,650.7240259772727
02/06/2020,15:15,5393.410714318182,528.6554383090909
02/06/2020,15:30,5968.706980545455,584.8559253227273
02/06/2020,15:45,6517.413960999999,638.25949675
02/06/2020,16:00,6865.96996759091,672.3296266227271
02/06/2020,16:15,4967.3125,487.2495129863637
02/06/2020,16:30,4552.301136318181,446.7439935
02/06/2020,16:45,3108.8222402272727,305.15300325
02/06/2020,17:00,2787.591720727273,273.5793831227272
02/06/2020,17:15,1542.9967532272726,150.76185065
02/06/2020,17:30,931.6396103954546,90.47045454545456
02/06/2020,17:45,601.507305190909,58.229707792727275
02/06/2020,18:00,343.1512445909091,33.16263528136364
02/06/2020,18:15,297.98979591428576,28.781249999999996
02/06/2020,18:30,63.40306122428571,6.111989795785715
02/06/2020,18:45,0.0,0.0
02/06/2020,19:00,0.0,0.0
02/06/2020,19:15,0.0,0.0
02/06/2020,19:30,0.0,0.0
02/06/2020,19:45,0.0,0.0
02/06/2020,1:00,0.0,0.0
02/06/2020,1:15,0.0,0.0
02/06/2020,1:30,0.0,0.0
02/06/2020,1:45,0.0,0.0
02/06/2020,20:00,0.0,0.0
02/06/2020,20:15,0.0,0.0
02/06/2020,20:30,0.0,0.0
02/06/2020,20:45,0.0,0.0
02/06/2020,21:00,0.0,0.0
02/06/2020,21:15,0.0,0.0
02/06/2020,21:30,0.0,0.0
02/06/2020,21:45,0.0,0.0
02/06/2020,22:00,0.0,0.0
02/06/2020,22:15,0.0,0.0
02/06/2020,22:30,0.0,0.0
02/06/2020,22:45,0.0,0.0
02/06/2020,23:00,0.0,0.0
02/06/2020,23:15,0.0,0.0
02/06/2020,23:30,0.0,0.0
02/06/2020,23:45,0.0,0.0
02/06/2020,2:00,0.0,0.0
02/06/2020,2:15,0.0,0.0
02/06/2020,2:30,0.0,0.0
02/06/2020,2:45,0.0,0.0
02/06/2020,3:00,0.0,0.0
02/06/2020,3:15,0.0,0.0
02/06/2020,3:30,0.0,0.0
02/06/2020,3:45,0.0,0.0
02/06/2020,4:00,0.0,0.0
02/06/2020,4:15,0.0,0.0
02/06/2020,4:30,0.0,0.0
02/06/2020,4:45,0.0,0.0
02/06/2020,5:00,0.0,0.0
02/06/2020,5:15,0.0,0.0
02/06/2020,5:30,0.0,0.0
02/06/2020,5:45,0.0,0.0
02/06/2020,6:00,77.25649350636364,7.454383116999998
02/06/2020,6:15,401.44805195000004,38.81087662409091
02/06/2020,6:30,484.22646104090904,46.82727272727272
02/06/2020,6:45,808.2654220772728,78.4181006490909
02/06/2020,7:00,1683.9748376363639,164.76209415454545
02/06/2020,7:15,1741.7719156363635,170.4486201272727
02/06/2020,7:30,2095.7832791818187,205.46436689090908
02/06/2020,7:45,2357.4050324545456,231.15373376363638
02/06/2020,8:00,4197.6038961818185,411.96623376818184
02/06/2020,8:15,8250.612013,807.432224022727
02/06/2020,8:30,8220.189123363636,804.4074675363637
02/06/2020,8:45,7380.347402590909,722.5280032454546
02/06/2020,9:00,6592.867694772727,645.7396103818182
02/06/2020,9:15,8944.862013272728,874.7055194772728
02/06/2020,9:30,9529.093344590909,930.9451298909091
02/06/2020,9:45,9893.00324659091,967.0334415545453
03/06/2020,0:00,0.0,0.0
03/06/2020,0:15,0.0,0.0
03/06/2020,0:30,0.0,0.0
03/06/2020,0:45,0.0,0.0
03/06/2020,10:00,5878.116071454546,576.0151785727273
03/06/2020,10:15,6065.284090954546,594.2855519409092
03/06/2020,10:30,8818.033279227273,862.6870941545457
03/06/2020,10:45,10791.668831181818,1054.3736201636361
03/06/2020,11:00,9739.423701681819,952.3738636272726
03/06/2020,11:15,9344.101461,913.9603084409092
03/06/2020,11:30,10759.431006363639,1050.9995941363636
03/06/2020,11:45,13023.017857272725,1270.2027598636362
03/06/2020,12:00,9336.209415545454,913.1093344136362
03/06/2020,12:15,10101.054383318184,987.4667208136362
03/06/2020,12:30,11265.616071818182,1099.9633117272726
03/06/2020,12:45,12528.114447727276,1222.1091721363634
03/06/2020,13:00,10972.03896,1071.6797889090908
